State - Time (s),State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft),BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,VN_100 - VN-AX (m/s/s),VN_100 - VN-AY (m/s/s),VN_100 - VN-AZ (m/s/s),VN_100 - VN-ULRX (deg),VN_100 - VN-ULRY (deg),VN_100 - VN-ULRZ (deg),VN_100 - VN-ANGVX (rad/s),VN_100 - VN-ANGVY (rad/s),VN_100 - VN-ANGVZ (rad/s),VN_100 - VN-MAGX (uT),VN_100 - VN-MAGY (uT),VN_100 - VN-MAGZ (uT),VN_100 - VN-P (Pa),VN_100 - VN-T (C),VN_100 - VN-DT (s),VN_100 - VN-DV-X (m/s/s),VN_100 - VN-DV-Y (m/s/s),VN_100 - VN-DV-Z (m/s/s),VN_100 - VN-DTH-X (deg/s),VN_100 - VN-DTH-Y (deg/s),VN_100 - VN-DTH-Z (deg/s)
1287.079,-0.044,-0.022,0.1,-0.008,-0.071,0.179,0.019,-0.048,0.118,1003.447,21.857,81.891,0.001,1004.07,22.32,76.667,-0.025,-0.646,0.194,-9.905,0.068,0.04,0.004,-3073,-2483,-3741,-0.997,0.074,0.034,-0.005,0,0,0,0,0,0,0,-0.394,0.013,-9.628,65.913,-2.857,-0.262,0.003,-0.004,-0.009,13.647,-30.754,56.184,100436.008,22.46,0.099,-0.037,0.009,-0.95,0.04,0.039,-0.208
1287.179,-0.018,-0.014,0.063,-0.006,-0.078,0.156,-0.04,-0.083,0.027,1003.443,21.855,81.923,0.03,1004.01,22.32,77.169,0.369,-0.769,0.251,-9.805,0.068,-0.047,-0.083,-3067,-2493,-3659,-0.997,0.07,0.038,-0.006,0,0,0,0,0,0,0,-0.585,0.006,-9.539,65.861,-2.893,-0.243,-0.001,-0.005,-0.01,13.753,-31.058,56.173,100447.008,22.46,0.1,-0.049,0,-0.963,0.047,-0.004,-0.277
1287.279,-0.01,-0.02,0.064,0.009,-0.071,0.139,0.043,0.005,-0.006,1003.444,21.849,81.916,0.022,1003.93,22.32,77.84,0.964,-0.718,0.187,-9.776,-0.045,-0.066,0.043,-3082,-2451,-3710,-0.997,0.072,0.039,-0.007,0,0,0,0,0,0,0,-0.447,0.069,-9.588,65.911,-2.895,-0.261,-0.004,0.003,0.014,13.758,-30.857,56.181,100436.008,22.46,0.099,-0.055,0.003,-0.95,0.017,0.035,-0.173
1287.379,-0.005,-0.027,0.08,0.005,-0.051,0.116,-0.014,0.035,-0.021,1003.442,21.857,81.934,0.037,1003.82,22.31,78.762,1.844,-0.718,0.165,-9.762,-0.03,0.079,0.047,-3084,-2445,-3681,-0.997,0.074,0.036,-0.007,0,0,0,0,0,0,0,-0.533,0.021,-9.655,65.889,-2.892,-0.266,0,-0.002,-0.007,13.534,-30.752,56.06,100447.008,22.46,0.1,-0.049,0.006,-0.961,0.031,0.034,-0.246
1287.479,-0.003,-0.034,0.077,-0.005,-0.062,0.108,-0.022,-0.044,0.053,1003.445,21.857,81.906,0.007,1003.93,22.31,77.84,0.939,-0.718,0.251,-9.833,0.036,0.019,-0.07,-3090,-2447,-3707,-0.997,0.071,0.036,-0.008,0,0,0,0,0,0,0,-0.472,0.048,-9.569,65.924,-2.886,-0.268,-0.002,0.007,0.005,13.417,-30.951,56.053,100452,22.48,0.099,-0.051,0.004,-0.948,0.034,0.042,-0.186
1287.579,0,-0.044,0.077,0.014,-0.071,0.081,0.033,-0.045,0.02,1003.444,21.858,81.919,0.018,1003.89,22.31,78.175,1.174,-0.646,0.28,-9.805,0.004,-0.023,-0.013,-3109,-2476,-3672,-0.997,0.071,0.036,-0.01,0,0,0,0,0,0,0,-0.38,0.138,-9.585,65.95,-2.859,-0.289,0.001,-0.001,0,13.418,-30.951,55.929,100425,22.46,0.1,-0.041,0.011,-0.961,0.023,0.047,-0.202
1287.679,0.006,-0.046,0.081,0.015,-0.043,0.108,0.006,0.007,0.105,1003.442,21.856,81.928,0.026,1003.87,22.31,78.343,1.316,-0.661,0.187,-9.891,0.04,0.021,0.011,-3107,-2467,-3697,-0.997,0.071,0.034,-0.007,0,0,0,0,0,0,0,-0.518,-0.054,-9.63,65.901,-2.876,-0.259,0.008,-0.003,-0.01,13.418,-30.951,56.053,100440,22.48,0.1,-0.044,0.01,-0.962,0.067,0.009,-0.274
1287.779,0.839,-1.428,19.873,3.755,-3.242,52.581,5.082,-2.264,43.91,1002.947,25.655,86.084,1.201,1003.12,25.88,84.633,1.602,-1.774,-1.185,-53.965,-0.153,-0.181,-0.411,-3262,-2218,-4197,-0.834,0.549,0.059,0.01,38.3982941,-78.0637975,93.992,0.042,-0.086,0.09,13,-0.968,0.629,-50.844,69.592,-2.906,-0.375,0.027,0.105,-0.394,15.118,-32.789,67.266,100352.008,28.825,0.1,-0.134,0.057,-4.948,0.12,0.257,-2.072
1287.879,3.507,-2.268,30.067,9.974,-3.728,57.567,9.194,-1.953,33.223,1002.843,25.672,86.958,2.075,1002.97,25.88,85.892,2.861,-0.661,-5.301,-43.722,-0.066,-0.268,0.36,-2101,-2538,-4709,-0.823,0.563,0.072,0.013,38.3982957,-78.0637976,94.191,0.22,-0.095,0.289,11,2.129,-3.472,-51.892,69.317,-2.696,-0.132,0.033,-0.085,0.487,3.741,-18.027,66.621,100440,28.82,0.1,-0.011,-0.111,-5.151,0.265,0.235,-0.417
1287.979,7.125,-2.998,39.587,12.157,-4.451,68.75,6.001,-2.449,42.979,1002.686,25.669,88.271,3.388,1002.85,25.88,86.898,3.868,-4.705,-1.063,-52.966,-0.049,-0.373,0.699,-2005,-2833,-4338,-0.801,0.591,0.089,0.019,38.3982987,-78.0637967,94.862,0.553,-0.017,0.96,11,-5.281,0.804,-53.943,72.98,-2.96,-0.167,-0.124,-0.24,0.625,18.304,-47.099,56.22,100294.008,28.83,0.1,-0.082,-0.097,-5.278,0.184,-0.232,3.458
1288.079,9.452,-3.332,50.919,10.299,-3.63,77.917,2.623,-1.026,43.547,1002.36,25.664,91.014,6.131,1002.56,25.87,89.332,6.301,-6.896,2.04,-52.945,-0.126,0.06,-0.556,-386,-3126,-4444,-0.818,0.568,0.09,0.015,38.3983024,-78.0637947,95.978,0.964,0.158,2.076,10,-0.548,0.855,-55.945,72.584,-3.42,-0.476,-0.05,0.036,-0.538,-8.24,-4.595,64.782,100294.008,28.83,0.1,0.057,-0.064,-5.474,-0.306,-0.43,-0.698
1288.179,5.449,-1.386,26.645,9.432,-3.545,70.399,7.096,-4.883,46.24,1002.147,25.665,92.796,7.913,1002.32,25.88,91.346,8.315,-2.299,1.063,-56.651,-0.307,-0.006,-0.526,-463,-3001,-4404,-0.833,0.545,0.098,0.005,38.3983076,-78.0637923,97.143,1.541,0.368,3.241,11,0.078,0.496,-56.605,69.472,-3.753,-1.097,-0.19,-0.024,-0.546,-6.988,-5.652,64.496,100305.008,28.825,0.1,0.016,0.078,-5.595,-0.786,-0.26,-3.321
1288.279,5.684,-1.214,30.112,10.795,-3.996,77.242,8.165,-3.168,48.14,1001.677,25.657,96.745,11.862,1001.88,25.88,95.04,12.009,-2.536,1.207,-58.54,-0.307,0.213,-0.545,-590,-2930,-4366,-0.848,0.521,0.097,-0.011,38.398314,-78.0637918,98.178,2.251,0.411,4.276,11,-0.08,0.244,-57.225,66.335,-3.913,-2.234,-0.277,0.006,-0.555,-5.863,-7.222,63.936,100201.008,28.825,0.1,0.017,0.019,-5.687,-1.317,-0.035,-3.343
1288.379,7.479,-1.669,40.594,13.379,-4.545,86.147,9.779,-2.687,48.096,1001.384,25.662,99.207,14.324,1001.44,25.87,98.736,15.705,-2.406,1.135,-58.727,-0.294,-0.023,-0.648,-663,-2833,-4317,-0.864,0.491,0.106,-0.02,38.3983196,-78.0637936,99.658,2.873,0.254,5.756,10,0.015,0.288,-57.728,63.016,-3.912,-3.783,-0.341,0.053,-0.595,-4.621,-8.796,62.869,100201.008,28.825,0.1,0.011,-0.035,-5.748,-1.744,0.209,-3.518
1288.479,10.613,-2.292,55.309,17.089,-3.96,92.55,12.159,-0.278,48.46,1000.694,25.669,105,20.117,1000.85,25.88,103.693,20.662,-2.421,0.546,-59.474,-0.464,0.149,-0.505,-763,-2756,-4234,-0.876,0.467,0.112,-0.041,38.398326,-78.0637954,101.422,3.583,0.097,7.52,10,0.037,-0.635,-58.126,59.378,-3.797,-5.601,-0.366,0.099,-0.651,-3.853,-10.769,62.799,100108,28.83,0.1,-0.004,-0.109,-5.795,-2.029,0.444,-3.821
1288.579,14.725,-2.528,67.871,21.071,-1.992,91.441,14.057,1.861,47.711,1000.278,25.666,108.5,23.617,1000.24,25.87,108.821,25.79,-2.198,-0.266,-59.201,-0.375,0.13,-0.62,-893,-2684,-4205,-0.89,0.437,0.116,-0.057,38.3983318,-78.0637997,103.144,4.227,-0.279,9.242,10,-0.073,-1.444,-58.33,55.489,-3.615,-7.378,-0.328,0.126,-0.682,-2.617,-12.653,61.467,100073.008,28.83,0.1,-0.029,-0.201,-5.822,-1.989,0.652,-4.046
1288.679,18.91,-1.93,77.61,24.285,1.156,86.926,15.066,3.823,47.492,999.385,25.663,116.014,31.131,999.59,25.86,114.287,31.257,-2.105,-0.754,-59.33,-0.292,0.151,-0.773,-1029,-2599,-4187,-0.906,0.4,0.118,-0.068,38.3983351,-78.0638057,105.137,4.593,-0.803,11.235,10,-0.003,-1.969,-58.222,51.296,-3.469,-8.706,-0.229,0.133,-0.775,-1.372,-14.124,60.277,99980,28.83,0.1,-0.056,-0.263,-5.842,-1.543,0.764,-4.339
1288.779,22.355,-0.503,83.236,25.367,4.735,82.13,13.604,5.261,46.762,998.908,25.668,120.023,35.141,998.83,25.87,120.683,37.652,-2.406,-0.761,-58.368,-0.055,0.264,-0.761,-1093,-2511,-4042,-0.922,0.364,0.109,-0.072,38.3983389,-78.0638131,107.223,5.015,-1.449,13.321,10,-0.378,-2.419,-58.419,46.585,-3.374,-9.332,-0.093,0.158,-0.836,0.235,-14.881,59.75,99934.008,28.83,0.1,-0.078,-0.273,-5.833,-0.863,0.862,-4.842
1288.879,24.976,1.64,90.734,25.797,8.903,82.424,12.999,7.167,47.066,997.945,25.661,128.135,43.252,998.15,25.88,126.409,43.378,-3.081,-1.645,-58.677,-0.062,0.164,-0.893,-1149,-2341,-4006,-0.938,0.322,0.106,-0.072,38.3983439,-78.0638208,109.402,5.57,-2.122,15.5,10,-0.338,-2.257,-58.019,41.399,-3.335,-9.118,0.048,0.156,-0.941,2.08,-15.227,60.254,99853.008,28.83,0.1,-0.101,-0.253,-5.819,-0.042,0.9,-5.32
1288.979,27.012,3.954,98.537,24.761,11.157,84.735,10.811,6.224,47.012,997.463,25.662,132.199,47.317,997.41,25.86,132.644,49.613,-2.737,-0.467,-58.109,0.089,0.247,-0.914,-1145,-2238,-4056,-0.953,0.278,0.096,-0.067,38.3983507,-78.0638295,111.587,6.325,-2.882,17.685,11,-0.785,-1.791,-57.763,35.801,-3.239,-8.136,0.166,0.169,-0.985,3.719,-14.438,60.038,99783.008,28.83,0.1,-0.112,-0.173,-5.795,0.703,0.964,-5.724
1289.079,28.272,5.491,110.133,22.416,11.209,89.865,8.567,4.723,47.461,996.485,25.653,140.446,55.563,996.59,25.87,139.556,56.526,-3.297,0.754,-58.002,0.156,0.119,-1.048,-1093,-2085,-4073,-0.968,0.228,0.092,-0.056,38.3983594,-78.0638382,113.736,7.291,-3.642,19.834,11,-1.067,-0.838,-57.521,29.928,-2.985,-6.677,0.217,0.18,-1.019,5.823,-13.553,60.462,99690,28.83,0.1,-0.131,-0.064,-5.752,1.176,1.038,-5.994
1289.179,17.927,0.307,81.631,18.399,9.122,79.865,6.527,2.829,46.817,995.978,25.641,144.716,59.833,995.71,25.87,146.98,63.95,-3.599,2.169,-56.917,0.119,0.141,-0.967,-1011,-1941,-4093,-0.979,0.181,0.086,-0.048,38.3983698,-78.0638473,115.841,8.445,-4.437,21.939,11,-1.345,-0.007,-56.189,23.976,-2.592,-5.185,0.189,0.158,-1.044,7.702,-12.25,61.789,99605,28.825,0.1,-0.163,0.04,-5.674,1.233,1.035,-6.084
1289.279,17.307,-0.744,88.107,17.82,8.568,86.22,5.118,2.481,45.787,994.736,25.647,155.204,70.321,994.85,25.86,154.241,71.21,-3.828,1.86,-55.725,0.098,0.185,-1.057,-941,-1849,-4184,-0.988,0.129,0.079,-0.04,38.3983818,-78.0638585,117.503,9.777,-5.415,23.601,11,-2.099,0.952,-55.063,17.819,-2.292,-4.016,0.12,0.102,-1.086,9.591,-10.641,61.732,99493,28.825,0.1,-0.207,0.098,-5.604,0.938,0.82,-6.32
1289.379,19.209,-0.944,101.952,17.539,7.938,93.845,4.361,1.876,44.475,994.071,25.639,160.824,75.942,993.84,25.87,162.774,79.743,-4.31,2.88,-54.245,-0.145,0.028,-0.957,-863,-1726,-4104,-0.993,0.081,0.08,-0.044,38.3983953,-78.0638703,118.986,11.276,-6.446,25.084,11,-2.18,0.834,-53.353,11.507,-2.364,-3.35,0.028,0.013,-1.112,11.816,-9.45,62.422,99423.008,28.83,0.1,-0.213,0.116,-5.419,0.435,0.357,-6.508
1289.479,22.004,-1.084,121.272,17.118,7.762,98.118,4.956,3.765,42.23,992.66,25.636,172.752,87.87,992.82,25.88,171.399,88.368,-4.065,0.682,-52.248,-0.081,-0.053,-1.155,-751,-1580,-4142,-0.995,0.024,0.085,-0.043,38.3984082,-78.0638843,120.365,12.708,-7.669,26.463,11,-1.784,0.512,-50.812,5.128,-3.015,-3.116,-0.036,-0.097,-1.127,14.389,-8.371,62.095,99284.008,28.83,0.1,-0.194,0.07,-5.207,-0.035,-0.267,-6.609
1289.579,24.733,-1.669,137.026,17.245,7.38,92.884,7.693,4.484,39.167,991.931,25.623,178.92,94.037,991.54,25.87,182.232,99.202,-1.767,0.05,-49.749,-0.124,-0.179,-1.129,-700,-1409,-4093,-0.994,-0.033,0.097,-0.044,38.3984181,-78.0639017,122.141,13.807,-9.189,28.239,10,-0.132,-0.416,-49.421,-1.361,-4.104,-2.978,-0.036,-0.141,-1.146,16.955,-7.601,61.883,99191,28.83,0.1,-0.076,-0.014,-5.036,-0.232,-0.716,-6.735
1289.679,27.285,-2.834,150.216,17.805,6.21,85.701,9.438,3.602,39.964,990.421,25.64,191.709,106.826,990.36,25.85,192.229,109.199,-0.948,1.379,-50.761,-0.066,-0.104,-1.244,-582,-1196,-4075,-0.989,-0.094,0.104,-0.041,38.398432,-78.0639134,123.603,15.35,-10.211,29.701,9,0.719,-0.476,-48.714,-7.957,-5.132,-2.62,-0.022,-0.088,-1.178,19.555,-5.286,61.603,99048.008,28.835,0.1,0.044,-0.045,-4.879,-0.136,-0.669,-6.828
1289.779,29.689,-4.52,158.453,18.275,5.528,78.503,9.556,3.934,39.724,989.581,25.627,198.835,113.952,989.16,25.86,202.406,119.375,-0.654,1.207,-50.582,-0.045,0.04,-1.176,-512,-1017,-4051,-0.982,-0.153,0.104,-0.037,38.3984467,-78.0639264,125.195,16.981,-11.347,31.293,9,0.454,-0.805,-47.515,-15.015,-5.643,-2.017,0.006,0.023,-1.261,21.807,-2.963,61.702,98947.008,28.825,0.1,0.089,-0.055,-4.753,-0.022,-0.184,-7.256
1289.879,31.698,-6.368,168.931,17.263,5.543,72.758,7.419,4.246,33.837,987.936,25.625,212.793,127.911,987.89,25.86,213.186,130.156,-1.358,-0.144,-44.455,-0.004,-0.019,-1.349,-319,-858,-3988,-0.969,-0.218,0.107,-0.03,38.3984595,-78.0639445,126.216,18.402,-12.928,32.314,9,0.268,-0.406,-45.448,-22.567,-5.559,-1.294,-0.003,0.086,-1.352,23.48,-0.629,61.544,98808.008,28.825,0.1,0.043,-0.025,-4.602,0.018,0.334,-7.727
1289.979,33.243,-8.12,177.07,15.843,4.778,68.283,6.211,2.774,32.165,987.11,25.631,219.812,134.93,986.54,25.85,224.659,141.628,-2.004,0.539,-42.472,-0.049,0.175,-1.355,-154,-761,-4021,-0.953,-0.284,0.1,-0.023,38.3984729,-78.0639604,128.614,19.89,-14.317,34.712,9,-0.296,-0.455,-44.131,-30.643,-5.09,-0.686,-0.041,0.116,-1.436,24.342,1.723,61.764,98692,28.83,0.1,-0.025,-0.004,-4.526,-0.11,0.641,-8.246
1290.079,33.974,-10.033,190.307,12.789,4.433,69.305,3.703,2.736,32.481,985.337,25.634,234.896,150.014,985.18,25.85,236.229,153.198,-3.376,-0.733,-42.4,-0.151,0.153,-1.519,72,-674,-4062,-0.93,-0.356,0.092,-0.021,38.3984848,-78.0639797,131.77,21.211,-16.003,37.868,9,-0.978,-0.98,-43.464,-39.142,-4.588,-0.236,-0.044,0.075,-1.495,24.993,5.006,61.764,98564,28.825,0.1,-0.12,-0.03,-4.367,-0.235,0.594,-8.678
1290.179,27.898,-14.497,172.448,10.78,2.81,62.833,5.71,1.512,33.607,984.441,25.625,242.521,157.638,983.86,25.86,247.471,164.441,-3.484,1.336,-43.657,-0.066,-0.083,-1.366,462,-629,-4041,-0.903,-0.419,0.096,-0.019,38.3984951,-78.0640021,135.694,22.354,-17.959,41.792,9,-1.416,-0.92,-41.287,-47.738,-4.387,0.305,0.004,0.006,-1.487,25.424,8.914,62.42,98425,28.83,0.1,-0.165,-0.08,-4.278,-0.091,0.226,-8.777
1290.279,27.967,-16.231,182.447,11.875,2.541,68.325,7.845,2.181,31.121,982.568,25.628,258.489,173.606,982.4,25.85,259.92,176.889,-1.077,2.349,-41.653,0.026,0.119,-1.651,690,-644,-3958,-0.866,-0.492,0.093,-0.007,38.3985087,-78.06402,138.624,23.864,-19.523,44.722,9,-0.025,-0.19,-41.951,-56.396,-4.401,1.141,0.049,-0.021,-1.54,25.971,12.714,62.058,98247,28.82,0.1,-0.068,-0.054,-4.187,0.209,-0.096,-8.843
1290.379,29.989,-17.425,197.241,13.494,2.875,73.616,7.234,3.241,28.499,981.617,25.634,266.599,181.716,980.77,25.85,273.836,190.805,-0.848,1.307,-39.089,0.028,-0.149,-1.585,986,-696,-4055,-0.824,-0.558,0.1,-0.002,38.3985224,-78.064038,141.387,25.384,-21.095,47.485,9,0.485,0.449,-40.439,-65.48,-4.156,2.147,0.038,-0.003,-1.621,25.246,16.644,62.202,98123,28.825,0.1,-0.014,-0.012,-4.087,0.36,0.018,-9.276
1290.479,33.159,-18.711,218.34,15.064,2.142,79.605,7.167,1.108,31.994,979.619,25.64,283.678,198.795,979.45,25.86,285.119,202.089,-3.168,1.631,-42.278,-0.128,0.128,-1.768,1245,-797,-4015,-0.772,-0.629,0.091,0.005,38.3985366,-78.0640588,144.583,26.961,-22.912,50.681,9,0.008,1.369,-39.906,-75.116,-3.513,2.899,-0.038,0.03,-1.747,24.053,20.379,62.463,97949.008,28.83,0.1,0.003,0.1,-4.018,0.137,0.253,-9.851
1290.579,36.99,-20.268,236.527,16.906,1.486,75.604,8.795,1.566,25.698,978.607,25.631,292.33,207.447,977.86,25.86,298.727,215.696,-2.399,3.8,-36.338,-0.077,-0.036,-1.826,1459,-932,-4064,-0.711,-0.697,0.089,0.009,38.398553,-78.0640737,149.615,28.781,-24.214,55.713,8,-0.954,0.769,-38.933,-85.529,-2.674,3.012,-0.114,0.018,-1.879,21.695,23.828,62.454,97822.008,28.83,0.1,-0.046,0.074,-3.918,-0.418,0.329,-10.647
1290.679,40.337,-22.047,254.227,15.232,1.054,71.503,4.506,1.798,28.312,976.589,25.632,309.62,224.737,976.38,25.85,311.409,228.378,-2.385,-0.69,-38.349,-0.151,-0.002,-1.869,1624,-1108,-4095,-0.643,-0.761,0.083,0.012,38.3985701,-78.0640875,154.417,30.679,-25.42,60.515,8,-0.83,-2.312,-38.685,-96.521,-2.016,2.818,-0.066,0.02,-1.949,19.089,26.457,62.159,97647,28.83,0.1,-0.101,-0.066,-3.885,-0.612,0.12,-11.215
1290.779,42.882,-22.992,266.493,13.543,2.189,65.191,4.488,3.154,27.904,975.536,25.639,318.651,233.769,974.74,25.86,325.481,242.45,-0.84,-0.553,-38.098,-0.019,0.019,-2.062,1857,-1380,-4148,-0.562,-0.823,0.08,0.02,38.3985949,-78.0640873,157.053,33.432,-25.402,63.151,8,0.855,-1.331,-37.523,-107.854,-1.469,3.039,0.023,0.004,-2.021,15.68,29.517,62.384,97520.008,28.83,0.1,-0.007,-0.16,-3.806,-0.077,0.006,-11.555
1290.879,45.135,-23.322,280.49,11.988,1.195,55.287,3.879,0.013,16.815,973.418,25.637,336.84,251.958,973.1,25.85,339.571,256.541,-2.155,-0.826,-26.806,-0.072,0.232,-1.962,2043,-1684,-4092,-0.48,-0.874,0.068,0.035,38.3986214,-78.0640838,159.464,36.374,-25.096,65.562,8,-0.102,-0.706,-25.063,-119.624,-0.487,3.559,0.076,0.078,-2.101,11.802,32.381,62.979,97346.008,28.83,0.1,-0.003,-0.066,-3.228,0.355,0.332,-12.02
1290.979,47.145,-23.81,285.532,8.733,0.106,29.758,0.925,-0.525,-4.006,972.457,25.638,345.098,260.215,971.76,25.85,351.098,268.068,-0.711,-0.546,-5.832,-0.06,0.243,-2.235,2215,-2071,-4069,-0.381,-0.922,0.055,0.052,38.3986517,-78.0640808,160.944,39.737,-24.834,67.042,8,-0.385,-0.369,-5.113,-131.839,0.764,3.947,0.075,0.067,-2.182,6.278,34.042,62.886,97206,28.83,0.1,-0.034,0.002,-1.425,0.454,0.477,-12.485
1291.079,49.005,-24.152,286.554,7.098,-0.028,2.895,1.451,0.046,-16.317,970.671,25.645,360.474,275.591,970.24,25.85,364.19,281.159,-1.76,1.516,6.249,-0.16,0.051,-2.233,2272,-2411,-4118,-0.277,-0.958,0.041,0.057,38.398683,-78.0640768,162.323,43.212,-24.485,68.421,8,-1.457,1.398,4.085,-144.385,1.921,4.049,0.016,-0.011,-2.201,1.085,34.87,62.13,97044.008,28.83,0.1,-0.064,0.023,0.148,0.422,0.299,-12.804
1291.179,48.204,-24.182,285.035,6.607,-0.222,-0.691,1.453,-1.064,-16.001,969.675,25.645,369.061,284.178,968.79,25.86,376.694,293.663,-2.385,0.014,5.991,-0.009,-0.009,-2.233,2255,-2766,-4180,-0.169,-0.983,0.034,0.061,38.3987156,-78.0640734,163.85,46.83,-24.188,69.948,7,-1.332,1.06,3.519,-157.016,2.731,3.55,-0.025,-0.043,-2.217,-3.922,33.739,62.443,96916.008,28.83,0.1,-0.098,0.133,0.353,0.052,-0.002,-12.854
1291.279,50.226,-24.212,293.057,6.685,0.349,-1.161,0.065,2.106,-13.097,967.624,25.64,386.763,301.881,967.13,25.84,391.027,307.997,-0.251,2.248,3.182,-0.143,0.145,-2.19,2148,-3090,-4155,-0.061,-0.995,0.019,0.07,38.3987482,-78.0640744,165.806,50.449,-24.275,71.904,6,-0.204,0.82,3.622,-169.649,3.039,2.717,-0.039,-0.073,-2.223,-8.474,32.185,62.362,96727.008,28.825,0.1,-0.049,0.089,0.364,-0.164,-0.358,-12.824
1291.379,53.18,-24.194,300.511,5.823,0.197,-2.317,-2.893,-0.309,-12.794,966.578,25.646,395.799,310.916,965.44,25.85,405.64,322.61,2.492,-0.007,3.34,-0.196,-0.107,-2.342,1936,-3353,-4264,0.054,-0.996,0.001,0.066,38.3987815,-78.0640751,167.78,54.146,-24.336,73.878,6,1.453,0.819,3.76,177.33,3.284,1.686,-0.051,0.007,-2.296,-12.827,29.187,62.988,96603.008,28.825,0.1,0.091,0.049,0.368,-0.27,-0.214,-13.217
1291.479,56.841,-24.419,312.623,6.189,0.305,-1.372,-0.068,0.589,-14.268,964.498,25.646,413.791,328.908,963.78,25.85,420.014,336.983,-0.74,0.323,4.425,-0.228,0.13,-2.246,1727,-3663,-4218,0.164,-0.984,-0.017,0.073,38.3988177,-78.0640827,170.216,58.164,-25,76.314,5,0.36,0.729,3.882,164.105,3.674,0.493,-0.092,0.041,-2.31,-16.394,25.037,63.195,96440,28.825,0.1,0.141,0.071,0.366,-0.353,0.171,-13.415
1291.579,60.943,-25.529,324.517,6.596,-0.999,-0.175,0.288,-1.311,-12.979,963.456,25.637,422.818,337.935,962.22,25.84,433.541,350.51,0.093,-1.573,3.06,-0.124,0.004,-2.408,1439,-3887,-4245,0.28,-0.957,-0.032,0.071,38.3988482,-78.0641045,175.124,61.55,-26.905,81.222,6,0.097,-1.159,3.911,150.875,3.871,-0.899,-0.062,0.029,-2.276,-19.162,20.252,62.874,96278.008,28.825,0.1,0.033,-0.007,0.372,-0.475,0.274,-13.408
1291.679,65.403,-27.476,341.185,7.289,-2.066,5.495,1.255,-0.736,-7.482,961.515,25.656,439.66,354.777,960.67,25.84,446.998,363.967,-0.086,-1.099,-2.514,-0.015,0.209,-2.158,1095,-4000,-4259,0.382,-0.92,-0.037,0.078,38.39888,-78.0641243,179.036,65.079,-28.634,85.134,6,-0.368,-1.076,3.659,137.871,3.72,-1.833,0.016,0.043,-2.234,-20.782,15.031,62.67,96162,28.83,0.1,-0.012,-0.111,0.377,-0.027,0.192,-13.18
1291.779,70.215,-29.194,355.058,7.173,-1.831,2.979,0.481,0.456,-12.521,960.51,25.666,448.385,363.502,959.21,25.83,459.689,376.659,-0.891,-0.589,2.579,-0.098,0.102,-2.216,756,-4068,-4231,0.48,-0.872,-0.048,0.08,38.3989182,-78.0641332,181.069,69.32,-29.412,87.167,5,-0.036,0.776,3.698,125.075,3.299,-2.468,0.015,-0.005,-2.208,-21.113,10.505,63.005,96023,28.83,0.1,-0.027,-0.012,0.37,0.189,0.087,-12.986
1291.879,74.535,-30.194,370.508,5.442,-0.193,0.921,-1.198,1.933,-12.244,958.548,25.657,465.452,380.569,957.8,25.84,471.962,388.931,-1.638,1.314,2.586,-0.117,0.403,-2.043,453,-4021,-4274,0.567,-0.817,-0.051,0.095,38.3989544,-78.0641434,183.228,73.338,-30.303,89.326,5,-1.059,1.407,3.275,112.413,2.602,-3.124,0.001,-0.017,-2.211,-20.31,4.822,62.922,95845,28.825,0.1,-0.065,0.104,0.367,0.025,-0.057,-12.873
1291.979,78.151,-30.702,380.815,3.057,0.181,-3.416,-2.152,0.645,-11.384,957.603,25.659,473.675,388.793,956.47,25.85,483.551,400.52,-0.381,1.81,2.026,-0.23,-0.196,-2.126,110,-3867,-4244,0.648,-0.752,-0.076,0.087,38.3989933,-78.0641532,185.097,77.656,-31.159,91.195,5,-1.3,0.981,3.106,99.905,1.573,-3.855,-0.058,-0.048,-2.207,-18.086,0.551,62.773,95705,28.825,0.1,-0.035,0.135,0.356,-0.244,-0.233,-12.748
