# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.589,114.747,154.1,113.792,156.771,116.845,16.454,5.164e-4,16.454,0.002,28.816,26.537,32,-106,9.79,0.261,-2.74E-08,-0.036,8.023e-6,4.74e4,2.227e4,44.487,0.241,311.272,247.474,4.051,0.447,2.992e7,6091.121,99.195,0.424,0.424,0.266,0.012,0.146,0.07,0.313,-9.93E-05,0,0,0,0,-0.028,0.02,15.748,194.778,77.721,0.003,5.474,36.651,857.866,353.509,0.05,0.071
1.639,122.596,159.842,115.227,162.65,117.753,17.927,5.94e-4,17.927,0.002,30.09,24.259,32,-106,9.79,1.03,-1.84E-08,-0.031,8.823e-7,4.724e4,2.211e4,44.391,0.241,308.536,247.239,3.892,0.464,3.104e7,6123.424,107.376,0.425,0.426,0.264,0.013,0.148,0.285,1.129,3.571e-4,0,0,0,0,-0.019,0.02,15.748,194.778,78.334,0.003,5.942,36.574,857.137,353.462,0.05,0.072
1.689,130.733,165.653,116.505,168.576,118.659,19.461,6.813e-4,19.461,0.002,31.257,22.506,32,-106,9.79,1.507,0,-0.021,-2.92E-06,4.708e4,2.195e4,44.293,0.24,306.949,247.002,3.807,0.48,3.215e7,6154.818,115.996,0.426,0.429,0.262,0.014,0.15,0.425,1.626,4.846e-5,0,0,0,0,-0.008,0.021,15.748,194.778,78.806,0.004,6.104,36.494,856.381,353.414,0.05,0.072
1.733,138.203,170.861,117.49,173.876,119.498,20.871,7.673e-4,20.871,0.002,32.239,21.816,32,-106,9.79,1.596,0,-0.009,-2.59E-06,4.693e4,2.18e4,44.206,0.24,306.718,246.789,3.806,0.495,3.313e7,6183.603,123.643,0.427,0.43,0.261,0.014,0.152,0.452,1.722,2.449e-5,0,0,0,0,-0.001,0.022,15.748,194.778,79.041,0.004,5.822,36.42,855.687,353.37,0.044,0.073
1.773,145.048,175.531,118.31,178.624,120.229,22.162,8.511e-4,22.162,0.002,33.098,21.401,32,-106,9.79,1.748,0,0.003,-4.61E-06,4.681e4,2.167e4,44.127,0.24,306.276,246.598,3.79,0.509,3.404e7,6208.502,131.113,0.428,0.432,0.259,0.015,0.154,0.499,1.89,-2.56E-04,0,0,0,0,1.184e-4,0.022,15.748,194.778,79.082,0.004,6.35,36.353,855.051,353.329,0.04,0.074
1.807,151.107,179.587,118.943,182.745,120.858,23.304,9.29e-4,23.304,0.002,33.827,21.432,32,-106,9.79,1.831,0,0.015,3.342e-7,4.669e4,2.156e4,44.059,0.239,306.07,246.431,3.787,0.521,3.484e7,6229.792,137.897,0.43,0.434,0.258,0.016,0.155,0.524,1.982,3.862e-4,0,0,0,0,0.003,0.023,15.748,194.778,78.974,0.004,7.17,36.293,854.489,353.293,0.034,0.074
1.838,156.724,183.282,119.334,186.502,121.417,24.362,0.001,24.362,0.002,34.505,22.397,32,-106,9.79,1.588,0,0.026,-4.25E-07,4.659e4,2.146e4,43.996,0.239,306.963,246.279,3.853,0.532,3.554e7,6248.171,143.603,0.431,0.434,0.257,0.017,0.157,0.452,1.731,1.301e-4,0,0,0,0,0.01,0.023,15.748,194.778,78.747,0.004,7.269,36.238,853.967,353.259,0.031,0.075
1.872,163.035,187.358,119.614,190.653,121.987,25.55,0.001,25.55,0.002,35.294,23.946,32,-106,9.79,1.245,1.79e-8,0.036,1.118e-6,4.648e4,2.135e4,43.927,0.239,308.229,246.11,3.945,0.544,3.633e7,6266.115,150.099,0.432,0.434,0.256,0.018,0.158,0.351,1.365,-1.84E-04,0,0,0,0,0.018,0.024,15.748,194.778,78.37,0.004,7.525,36.176,853.381,353.222,0.034,0.076
1.913,170.88,192.313,119.772,195.715,122.654,27.03,0.001,27.03,0.003,36.335,26.432,32,-106,9.79,0.731,2.205e-8,0.045,3.519e-6,4.634e4,2.121e4,43.843,0.238,310.161,245.903,4.08,0.559,3.729e7,6286.396,158.364,0.434,0.435,0.254,0.019,0.161,0.203,0.801,-3.86E-04,0,0,0,0,0.027,0.024,15.748,194.778,77.765,0.004,7.929,36.099,852.652,353.175,0.041,0.077
1.963,180.646,198.314,119.782,201.875,123.457,28.881,0.001,28.881,0.003,37.749,29.896,32,-106,9.79,0.081,0,0.049,7.382e-5,4.618e4,2.105e4,43.739,0.238,312.707,245.65,4.258,0.577,3.846e7,6310.216,169.23,0.436,0.436,0.253,0.02,0.163,0.022,0.062,-3.95E-04,0,0,0,0,0.031,0.025,15.748,194.778,76.907,0.003,8.623,36.003,851.745,353.117,0.05,0.077
2.013,190.712,204.315,119.736,208.067,124.29,30.807,0.002,30.807,0.003,39.333,33.335,32,-106,9.79,0.463,4.76e-8,-0.046,1.18e-5,4.601e4,2.088e4,43.635,0.237,311.446,245.395,4.194,0.595,3.966e7,6335.349,181.222,0.439,0.44,0.251,0.022,0.166,0.128,0.562,4.187e-4,0,0,0,0,-0.026,0.026,15.748,194.778,76.038,0.003,9.68,35.904,850.81,353.057,0.05,0.078
2.063,201.078,210.31,119.566,214.287,125.124,32.817,0.002,32.817,0.003,41.095,36.878,32,-106,9.79,1.072,-8.99E-09,-0.035,1.146e-5,4.584e4,2.071e4,43.53,0.237,309.426,245.136,4.082,0.613,4.082e7,6359.465,193.88,0.442,0.444,0.249,0.024,0.169,0.303,1.252,3.153e-4,0,0,0,0,-0.014,0.027,15.748,194.778,75.292,0.003,9.86,35.803,849.847,352.995,0.05,0.078
2.098,208.466,214.475,119.565,218.631,125.773,34.27,0.002,34.27,0.003,42.422,39.025,32,-106,9.79,1.438,5.58e-9,-0.022,8.93e-6,4.573e4,2.06e4,43.456,0.237,308.281,244.955,4.021,0.625,4.162e7,6379.139,203.033,0.444,0.447,0.248,0.025,0.171,0.412,1.663,3.662e-4,0,0,0,0,-0.005,0.027,15.748,194.778,74.933,0.003,9.557,35.73,849.161,352.951,0.035,0.079
2.123,213.951,217.516,119.638,221.81,126.226,35.36,0.002,35.36,0.003,43.431,40.246,32,-106,9.79,1.659,0,-0.01,9.496e-6,4.564e4,2.051e4,43.402,0.236,307.621,244.822,3.988,0.634,4.218e7,6392.641,209.767,0.446,0.449,0.248,0.026,0.172,0.48,1.915,-3.80E-04,0,0,0,0,-9.80E-04,0.028,15.748,194.778,74.789,0.003,8.991,35.676,848.652,352.919,0.025,0.08
2.145,218.657,220.093,119.81,224.508,126.569,36.303,0.002,36.303,0.003,44.304,40.806,32,-106,9.79,1.752,0,0.002,7.384e-6,4.557e4,2.044e4,43.356,0.236,307.391,244.708,3.98,0.641,4.266e7,6402.906,215.441,0.447,0.451,0.247,0.027,0.173,0.509,2.025,3.998e-4,0,0,0,0,4.253e-5,0.028,15.748,194.778,74.76,0.003,8.487,35.63,848.215,352.891,0.022,0.08
2.165,223.055,222.48,120.179,227.008,126.832,37.192,0.002,37.192,0.003,45.114,40.537,32,-106,9.79,1.642,0,0.013,7.983e-6,4.55e4,2.037e4,43.313,0.236,307.839,244.603,4.016,0.649,4.312e7,6411.765,220.627,0.449,0.452,0.246,0.028,0.175,0.476,1.908,1.333e-4,0,0,0,0,0.002,0.028,15.748,194.778,74.814,0.004,8.478,35.587,847.806,352.864,0.02,0.081
2.185,227.668,224.965,120.706,229.608,127.064,38.131,0.002,38.131,0.003,45.943,39.691,32,-106,9.79,1.414,0,0.024,1.221e-5,4.543e4,2.03e4,43.269,0.236,308.702,244.493,4.077,0.656,4.361e7,6420.244,226.001,0.45,0.453,0.246,0.029,0.176,0.407,1.654,3.467e-4,0,0,0,0,0.006,0.029,15.748,194.778,74.951,0.004,8.63,35.541,847.378,352.837,0.021,0.081
2.209,232.929,227.78,121.358,232.548,127.312,39.209,0.002,39.209,0.003,46.851,38.48,32,-106,9.79,1.15,0,0.034,9.394e-6,4.535e4,2.022e4,43.219,0.235,309.712,244.369,4.149,0.664,4.415e7,6429.255,232.092,0.452,0.454,0.245,0.03,0.177,0.329,1.352,-2.69E-04,0,0,0,0,0.011,0.029,15.748,194.778,75.192,0.004,8.505,35.49,846.889,352.806,0.023,0.082
2.236,239.29,231.158,122.152,236.068,127.604,40.522,0.002,40.522,0.003,47.897,36.902,32,-106,9.79,0.882,1.658e-8,0.044,1.318e-5,4.526e4,2.013e4,43.158,0.235,310.768,244.22,4.226,0.674,4.477e7,6439.456,239.386,0.454,0.455,0.244,0.031,0.179,0.25,1.039,4.168e-4,0,0,0,0,0.018,0.029,15.748,194.778,75.581,0.005,7.764,35.427,846.298,352.768,0.028,0.083
2.271,247.466,235.465,123.511,240.537,127.902,42.223,0.003,42.223,0.003,49.136,33.228,32,-106,9.79,0.137,2.174e-8,0.051,4.837e-5,4.514e4,2.001e4,43.082,0.235,313.636,244.03,4.42,0.687,4.561e7,6451.634,249.593,0.457,0.457,0.243,0.033,0.181,0.038,0.144,-1.46E-04,0,0,0,0,0.024,0.03,15.748,194.778,76.189,0.005,8.172,35.347,845.539,352.719,0.035,0.085
2.321,259.394,241.698,125.282,246.947,128.34,44.719,0.003,44.719,0.004,50.642,27.85,32,-106,9.79,0.877,0,-0.04,7.822e-6,4.497e4,1.984e4,42.971,0.234,311.183,243.757,4.282,0.706,4.682e7,6467.457,266.447,0.462,0.463,0.241,0.035,0.185,0.25,1.085,-5.89E-05,0,0,0,0,-0.014,0.031,15.748,194.778,77.049,0.006,9.049,35.23,844.431,352.648,0.05,0.086
2.35,266.471,245.358,126.163,250.687,128.74,46.202,0.003,46.202,0.004,51.415,25.632,32,-106,9.79,1.205,1.301e-8,-0.028,4.224e-6,4.487e4,1.974e4,42.907,0.234,310.172,243.597,4.228,0.717,4.75e7,6481.512,276.436,0.464,0.466,0.241,0.037,0.187,0.348,1.478,3.023e-4,0,0,0,0,-0.006,0.031,15.748,194.778,77.411,0.005,8.841,35.16,843.774,352.606,0.029,0.087
2.372,271.81,248.095,126.614,253.478,129.001,47.32,0.003,47.32,0.004,51.958,24.701,32,-105.999,9.79,1.32,1.359e-8,-0.016,1.931e-7,4.48e4,1.967e4,42.858,0.234,309.879,243.477,4.217,0.724,4.8e7,6490.156,283.926,0.467,0.469,0.24,0.038,0.188,0.384,1.619,-1.52E-04,0,0,0,0,-0.002,0.032,15.748,194.778,77.583,0.005,8.699,35.108,843.278,352.574,0.022,0.087
2.391,276.638,250.551,126.888,255.979,129.21,48.331,0.003,48.331,0.004,52.433,24.386,32,-105.999,9.79,1.338,7.695e-9,-0.005,3.979e-7,4.473e4,1.96e4,42.815,0.234,309.913,243.37,4.225,0.731,4.846e7,6496.932,290.609,0.469,0.471,0.239,0.04,0.19,0.39,1.646,2.159e-5,0,0,0,0,-1.73E-04,0.032,15.748,194.778,77.655,0.005,8.572,35.06,842.83,352.546,0.019,0.088
2.41,281.342,252.925,127.078,258.396,129.398,49.315,0.003,49.315,0.004,52.889,24.394,32,-105.999,9.79,1.323,5.921e-9,0.006,2.38e-6,4.467e4,1.954e4,42.773,0.233,310.062,243.266,4.242,0.738,4.89e7,6503.077,297.258,0.471,0.473,0.239,0.041,0.191,0.385,1.634,3.765e-4,0,0,0,0,3.235e-4,0.032,15.748,194.778,77.648,0.005,8.649,35.014,842.393,352.518,0.019,0.089
2.429,286.035,255.275,127.19,260.789,129.574,50.296,0.003,50.296,0.004,53.342,24.743,32,-105.999,9.79,1.268,0,0.018,1.644e-6,4.461e4,1.947e4,42.731,0.233,310.348,243.162,4.266,0.745,4.935e7,6508.894,303.998,0.473,0.475,0.238,0.042,0.192,0.369,1.573,3.707e-4,0,0,0,0,0.002,0.033,15.748,194.778,77.568,0.005,8.889,34.968,841.957,352.49,0.018,0.09
2.447,290.862,257.67,127.195,263.23,129.744,51.304,0.003,51.304,0.004,53.815,25.592,32,-105.999,9.79,1.14,0,0.028,-2.42E-07,4.454e4,1.941e4,42.689,0.233,310.891,243.056,4.307,0.753,4.981e7,6514.599,310.872,0.475,0.477,0.238,0.044,0.194,0.331,1.421,-4.68E-04,0,0,0,0,0.006,0.033,15.748,194.778,77.412,0.005,9.133,34.921,841.508,352.461,0.019,0.09
2.468,296.157,260.271,127.112,265.886,129.916,52.41,0.004,52.41,0.004,54.351,26.845,32,-105.999,9.79,0.972,1.091e-8,0.039,3.858e-8,4.447e4,1.934e4,42.643,0.233,311.59,242.941,4.359,0.76,5.031e7,6520.44,318.652,0.478,0.479,0.237,0.045,0.195,0.281,1.215,3.829e-4,0,0,0,0,0.011,0.033,15.748,194.778,77.164,0.005,9.615,34.869,841.017,352.429,0.02,0.091
2.491,302.28,263.244,126.871,268.928,130.105,53.689,0.004,53.689,0.004,55.002,28.829,32,-105.999,9.79,0.708,9.942e-9,0.048,5.731e-6,4.439e4,1.926e4,42.589,0.233,312.658,242.808,4.435,0.77,5.089e7,6526.743,327.781,0.481,0.481,0.236,0.047,0.197,0.203,0.885,-2.26E-04,0,0,0,0,0.017,0.034,15.748,194.778,76.794,0.005,10.203,34.809,840.448,352.393,0.023,0.092
2.523,310.605,267.219,126.203,273.016,130.369,55.43,0.004,55.43,0.004,55.965,32.694,32,-105.999,9.79,0.145,-4.43E-08,0.056,3.552e-5,4.428e4,1.915e4,42.517,0.232,314.877,242.63,4.588,0.781,5.164e7,6534.328,340.094,0.485,0.485,0.235,0.05,0.199,0.041,0.166,-4.87E-04,0,0,0,0,0.022,0.034,15.748,194.778,76.198,0.005,10.366,34.727,839.675,352.343,0.031,0.092
2.57,323.326,273.133,124.794,279.153,130.844,58.104,0.004,58.104,0.004,57.662,39.326,32,-105.999,9.79,0.831,-3.47E-08,-0.047,9.657e-6,4.412e4,1.899e4,42.409,0.232,312.65,242.359,4.463,0.799,5.273e7,6544.591,360.202,0.491,0.492,0.234,0.055,0.203,0.241,1.092,4.467e-4,0,0,0,0,-0.015,0.035,15.748,194.778,75.299,0.005,9.601,34.602,838.493,352.268,0.047,0.093
2.592,329.533,275.948,124.108,282.1,131.213,59.418,0.004,59.418,0.004,58.594,42.593,32,-105.999,9.79,1.295,2.683e-8,-0.032,-1.01E-06,4.404e4,1.891e4,42.357,0.232,311.161,242.229,4.377,0.806,5.323e7,6553.193,370.661,0.495,0.497,0.233,0.057,0.205,0.382,1.68,3.738e-4,0,0,0,0,-0.007,0.035,15.748,194.778,74.976,0.005,8.802,34.541,837.917,352.231,0.023,0.093
2.607,333.671,277.801,123.812,284.048,131.405,60.298,0.004,60.298,0.004,59.242,44.019,32,-105.999,9.79,1.483,1.012e-8,-0.02,8.549e-7,4.399e4,1.886e4,42.322,0.231,310.604,242.142,4.347,0.812,5.356e7,6557.574,377.705,0.497,0.5,0.233,0.058,0.206,0.441,1.92,4.484e-4,0,0,0,0,-0.003,0.035,15.748,194.778,74.834,0.005,8.384,34.5,837.532,352.206,0.015,0.094
2.62,337.276,279.403,123.689,285.734,131.528,61.069,0.005,61.069,0.004,59.817,44.729,32,-105.999,9.79,1.566,6.435e-9,-0.009,4.267e-6,4.395e4,1.881e4,42.292,0.231,310.397,242.067,4.339,0.816,5.386e7,6560.749,383.791,0.499,0.503,0.233,0.06,0.207,0.467,2.028,-4.04E-05,0,0,0,0,-4.79E-04,0.036,15.748,194.778,74.767,0.005,8.121,34.465,837.198,352.185,0.013,0.095
2.632,340.668,280.9,123.68,287.312,131.616,61.796,0.005,61.796,0.004,60.361,45.012,32,-105.999,9.789,1.592,7.858e-9,0.003,3.286e-6,4.39e4,1.877e4,42.264,0.231,310.38,241.996,4.342,0.821,5.413e7,6563.484,389.422,0.501,0.505,0.232,0.061,0.208,0.476,2.066,-3.65E-04,0,0,0,0,4.542e-5,0.036,15.748,194.778,74.754,0.005,7.874,34.431,836.883,352.164,0.012,0.095
2.644,343.977,282.354,123.778,288.845,131.678,62.508,0.005,62.508,0.004,60.89,44.923,32,-105.999,9.789,1.57,7.242e-9,0.014,4.963e-6,4.386e4,1.873e4,42.236,0.231,310.524,241.927,4.356,0.825,5.44e7,6566.076,394.817,0.503,0.507,0.232,0.063,0.209,0.469,2.043,-1.40E-04,0,0,0,0,0.001,0.036,15.748,194.778,74.789,0.005,7.635,34.399,836.575,352.145,0.012,0.096
2.656,347.306,283.811,123.998,290.38,131.707,63.228,0.005,63.228,0.004,61.416,44.399,32,-105.999,9.789,1.488,9.147e-9,0.025,5.658e-6,4.382e4,1.869e4,42.209,0.231,310.87,241.858,4.382,0.829,5.467e7,6568.515,400.176,0.505,0.509,0.231,0.064,0.209,0.444,1.942,4.637e-4,0,0,0,0,0.004,0.036,15.748,194.778,74.871,0.005,7.465,34.366,836.266,352.125,0.012,0.097
2.668,350.79,285.332,124.349,291.98,131.709,63.983,0.005,63.983,0.004,61.954,43.411,32,-105.999,9.789,1.343,7.232e-9,0.035,7.366e-6,4.378e4,1.865e4,42.18,0.231,311.434,241.787,4.423,0.834,5.496e7,6570.97,405.751,0.508,0.51,0.231,0.066,0.21,0.399,1.759,-4.17E-05,0,0,0,0,0.008,0.036,15.748,194.778,75.004,0.005,7.36,34.332,835.942,352.104,0.012,0.097
2.682,354.618,286.999,124.835,293.73,131.69,64.815,0.005,64.815,0.004,62.525,41.936,32,-105.999,9.789,1.137,5.093e-9,0.046,6.708e-6,4.373e4,1.86e4,42.148,0.231,312.22,241.708,4.478,0.839,5.527e7,6573.524,411.889,0.51,0.512,0.231,0.068,0.211,0.336,1.494,3.794e-4,0,0,0,0,0.013,0.037,15.748,194.778,75.2,0.006,7.245,34.294,835.587,352.081,0.013,0.098
2.697,359.098,288.946,125.497,295.769,131.652,65.793,0.005,65.793,0.004,63.161,39.785,32,-105.999,9.789,0.847,0,0.056,6.178e-6,4.368e4,1.855e4,42.112,0.231,313.324,241.616,4.553,0.845,5.563e7,6576.289,419.21,0.513,0.514,0.23,0.07,0.213,0.249,1.113,1.246e-4,0,0,0,0,0.019,0.037,15.748,194.778,75.485,0.006,7.111,34.25,835.171,352.055,0.016,0.098
2.718,365.078,291.542,126.426,298.473,131.603,67.103,0.005,67.103,0.005,63.948,36.547,32,-105.999,9.789,0.429,-1.59E-08,0.064,8.364e-6,4.361e4,1.848e4,42.063,0.23,314.934,241.494,4.663,0.852,5.611e7,6579.639,429.36,0.517,0.518,0.23,0.073,0.214,0.125,0.557,4.312e-4,0,0,0,0,0.024,0.037,15.748,194.778,75.933,0.006,6.807,34.192,834.615,352.019,0.021,0.099
2.749,374.149,295.473,127.778,302.537,131.557,69.096,0.006,69.096,0.005,64.995,31.305,32,-105.999,9.789,0.223,5.761e-8,-0.065,2.093e-6,4.35e4,1.837e4,41.99,0.23,315.868,241.31,4.734,0.864,5.682e7,6584.134,446.166,0.524,0.525,0.229,0.079,0.217,0.064,0.33,3.893e-4,0,0,0,0,-0.025,0.038,15.748,194.778,76.666,0.007,6.319,34.103,833.773,351.965,0.031,0.099
2.795,387.985,301.438,129.205,308.638,131.577,72.14,0.006,72.14,0.005,66.277,24.87,32,-105.999,9.789,0.927,-7.19E-08,-0.044,6.22e-6,4.334e4,1.821e4,41.879,0.23,313.642,241.033,4.611,0.88,5.787e7,6590.309,474.535,0.536,0.538,0.227,0.088,0.221,0.275,1.279,-3.66E-04,0,0,0,0,-0.011,0.039,15.748,194.778,77.614,0.008,5.312,33.967,832.488,351.883,0.046,0.1
2.811,392.722,303.467,129.655,310.699,131.65,73.18,0.006,73.18,0.005,66.647,22.831,32,-105.999,9.789,1.14,0,-0.032,8.03e-7,4.329e4,1.816e4,41.842,0.229,313.004,240.938,4.576,0.886,5.824e7,6594.81,485.236,0.541,0.543,0.227,0.092,0.222,0.341,1.568,1.106e-4,0,0,0,0,-0.006,0.039,15.748,194.778,77.829,0.009,5.154,33.92,832.048,351.855,0.016,0.1
2.824,396.747,305.183,129.835,312.439,131.656,74.064,0.006,74.064,0.005,66.942,21.825,32,-105.999,9.789,1.235,0,-0.02,2.391e-6,4.324e4,1.811e4,41.81,0.229,312.764,240.858,4.566,0.891,5.855e7,6596.771,494.483,0.545,0.547,0.227,0.095,0.223,0.371,1.698,-4.37E-04,0,0,0,0,-0.002,0.039,15.748,194.778,77.954,0.009,5.096,33.881,831.674,351.831,0.013,0.101
2.836,400.442,306.752,129.903,314.027,131.645,74.874,0.006,74.874,0.005,67.202,21.346,32,-105.999,9.789,1.27,0,-0.009,-6.11E-07,4.32e4,1.807e4,41.781,0.229,312.724,240.785,4.568,0.896,5.883e7,6598.368,503.039,0.549,0.551,0.226,0.098,0.224,0.383,1.749,-3.71E-04,0,0,0,0,-4.27E-04,0.039,15.748,194.778,78.018,0.009,5.043,33.844,831.331,351.809,0.012,0.101
2.848,404.01,308.26,129.881,315.553,131.617,75.655,0.006,75.655,0.005,67.449,21.306,32,-105.999,9.789,1.256,0,0.002,1.623e-6,4.316e4,1.803e4,41.753,0.229,312.848,240.715,4.58,0.9,5.91e7,6599.82,511.357,0.553,0.555,0.226,0.101,0.225,0.379,1.736,-3.05E-04,0,0,0,0,2.598e-5,0.039,15.748,194.778,78.032,0.009,4.992,33.809,830.999,351.787,0.012,0.102
2.859,407.59,309.764,129.834,317.075,131.66,76.438,0.007,76.438,0.005,67.698,21.851,32,-105.999,9.789,1.174,0,0.013,9.945e-7,4.312e4,1.799e4,41.725,0.229,313.203,240.644,4.607,0.904,5.936e7,6601.192,515.719,0.553,0.555,0.226,0.101,0.226,0.354,1.629,-9.31E-05,0,0,0,0,8.994e-4,0.04,15.748,194.778,77.999,0.009,4.811,33.774,830.667,351.766,0.012,0.102
2.871,411.385,311.35,129.689,318.683,131.694,77.267,0.007,77.267,0.005,67.971,22.891,32,-105.999,9.789,1.036,0,0.024,-5.39E-07,4.308e4,1.795e4,41.695,0.229,313.756,240.57,4.647,0.909,5.964e7,6602.491,520.174,0.553,0.554,0.225,0.1,0.227,0.311,1.442,-2.60E-05,0,0,0,0,0.003,0.04,15.748,194.778,77.918,0.009,4.582,33.737,830.315,351.743,0.012,0.103
2.885,415.652,313.121,129.432,320.482,131.731,78.198,0.007,78.198,0.005,68.295,24.507,32,-105.999,9.789,0.834,0,0.034,3.843e-6,4.303e4,1.79e4,41.662,0.229,314.545,240.487,4.703,0.914,5.995e7,6603.887,525.124,0.553,0.554,0.225,0.099,0.229,0.249,1.165,-3.37E-04,0,0,0,0,0.006,0.04,15.748,194.778,77.776,0.008,4.325,33.695,829.918,351.718,0.014,0.103
2.902,420.909,315.283,128.997,322.687,131.784,79.344,0.007,79.344,0.005,68.725,26.959,32,-105.999,9.789,0.539,0,0.043,2.199e-6,4.297e4,1.784e4,41.621,0.229,315.691,240.384,4.782,0.92,6.034e7,6605.37,531.325,0.553,0.553,0.225,0.098,0.23,0.16,0.755,1.318e-4,0,0,0,0,0.009,0.04,15.748,194.778,77.542,0.008,4.037,33.643,829.43,351.687,0.017,0.104
2.927,428.861,318.511,128.236,325.995,131.895,81.078,0.007,81.078,0.005,69.451,30.848,32,-105.999,9.789,0.097,-3.41E-08,0.049,2.637e-5,4.288e4,1.775e4,41.56,0.228,317.449,240.23,4.903,0.93,6.092e7,6607.28,541.473,0.553,0.553,0.224,0.096,0.232,0.029,0.128,4.888e-4,0,0,0,0,0.012,0.041,15.748,194.778,77.117,0.008,3.931,33.565,828.691,351.639,0.025,0.104
2.964,440.941,323.315,127.053,330.96,132.128,83.715,0.008,83.715,0.005,70.726,36.266,32,-105.999,9.789,0.479,4.311e-8,-0.041,-9.34E-07,4.275e4,1.762e4,41.468,0.228,316.323,239.997,4.847,0.944,6.181e7,6609.738,558.201,0.553,0.554,0.224,0.094,0.236,0.143,0.699,2.323e-4,0,0,0,0,-0.008,0.041,15.748,194.778,76.478,0.007,4.015,33.447,827.569,351.567,0.038,0.105
2.989,448.97,326.447,126.446,334.22,132.299,85.475,0.008,85.475,0.005,71.661,38.914,32,-105.999,9.789,0.725,3.418e-8,-0.028,-3.67E-06,4.267e4,1.754e4,41.407,0.228,315.622,239.844,4.812,0.953,6.24e7,6611.77,569.822,0.553,0.554,0.223,0.092,0.238,0.218,1.055,4.547e-4,0,0,0,0,-0.004,0.042,15.748,194.778,76.166,0.007,4.325,33.368,826.824,351.52,0.025,0.105
3.006,454.475,328.57,126.207,336.436,132.387,86.685,0.008,86.685,0.005,72.325,39.976,32,-105.999,9.789,0.813,8.532e-9,-0.016,-1.82E-06,4.261e4,1.748e4,41.366,0.227,315.428,239.739,4.806,0.96,6.28e7,6612.877,577.634,0.554,0.555,0.223,0.091,0.24,0.246,1.183,-3.68E-05,0,0,0,0,-0.001,0.042,15.748,194.778,76.034,0.007,4.453,33.314,826.312,351.487,0.017,0.106
3.021,459.375,330.446,126.117,338.397,132.44,87.765,0.008,87.765,0.005,72.924,40.434,32,-105.999,9.789,0.845,6.106e-9,-0.004,-1.01E-06,4.256e4,1.743e4,41.329,0.227,315.414,239.646,4.811,0.966,6.315e7,6613.555,584.384,0.554,0.555,0.222,0.09,0.241,0.256,1.233,-2.92E-04,0,0,0,0,-9.04E-05,0.042,15.748,194.778,75.979,0.007,4.431,33.265,825.857,351.458,0.015,0.106
3.035,464.046,332.224,126.181,340.256,132.461,88.797,0.008,88.797,0.005,73.493,40.302,32,-105.999,9.789,0.818,0,0.007,3.859e-6,4.251e4,1.738e4,41.294,0.227,315.601,239.558,4.829,0.971,6.348e7,6614.119,590.665,0.554,0.555,0.222,0.089,0.243,0.248,1.198,1.622e-4,0,0,0,0,2.014e-4,0.042,15.748,194.778,75.985,0.007,4.41,33.22,825.424,351.43,0.014,0.107
3.049,468.83,334.038,126.39,342.151,132.45,89.856,0.008,89.856,0.005,74.068,39.605,32,-105.999,9.789,0.734,6.49e-9,0.017,5.03e-6,4.246e4,1.733e4,41.258,0.227,315.983,239.467,4.859,0.976,6.382e7,6614.529,596.962,0.554,0.555,0.222,0.088,0.244,0.223,1.081,-4.46E-04,0,0,0,0,0.001,0.043,15.748,194.778,76.048,0.007,4.389,33.173,824.979,351.401,0.014,0.107
3.065,474.104,336.03,126.795,344.229,132.405,91.027,0.009,91.027,0.005,74.68,38.134,32,-105.999,9.789,0.571,0,0.027,5.672e-7,4.24e4,1.727e4,41.219,0.227,316.654,239.368,4.908,0.983,6.419e7,6614.908,603.867,0.554,0.555,0.222,0.087,0.245,0.173,0.844,8.23e-5,0,0,0,0,0.003,0.043,15.748,194.778,76.176,0.007,4.465,33.121,824.489,351.37,0.016,0.108
3.085,480.825,338.563,127.456,346.861,132.335,92.523,0.009,92.523,0.005,75.416,35.602,32,-105.999,9.789,0.304,8.392e-9,0.036,5.087e-6,4.233e4,1.72e4,41.169,0.227,317.728,239.242,4.984,0.99,6.466e7,6615.174,612.748,0.554,0.555,0.221,0.086,0.247,0.091,0.449,-4.71E-04,0,0,0,0,0.006,0.043,15.748,194.778,76.407,0.008,4.566,33.055,823.865,351.33,0.02,0.108
